n
(:故障现象 {name: 刀口接触不良、刀片锈蚀等})
(:故障现象 {name: 巡视查无设备故障，试送成功})
(:故障现象 {name: 需有红外测温或熔断痕迹佐证（包括因发热而紧急停电消缺情况）})
(:故障现象 {name: 避雷器击穿、炸毁})
(:故障现象 {name: 用户设备损坏})
(:故障现象 {name: 短路、绝缘下降等原因造成柱开烧毁})
(:故障现象 {name: 接线端子短路或接地})
(:故障现象 {name: 质量问题或外力作用造成断裂})
(:故障现象 {name: 外破、雷击等各种情况造成的导线断线断股，雷击断线情况要与责任原因对应，并提供雷电定位佐证})
(:故障现象 {name: 端子发热紧急停电})
(:故障现象 {name: 电缆室接头烧毁或本体故障})
(:故障现象 {name: 过热、放电、受潮等原因造成中间头烧毁})
(:故障现象 {name: 各种情况造成的导线断线断股})
(:故障现象 {name: 杆塔受台风或交通车辆影响造成倒断})
(:故障现象 {name: 树线、异物、小动物等情况造成短路、失地})
(:故障现象 {name: 二次回路或自动化设备异常引起的停电})
(:故障现象 {name: 各种原因引起的引线断线})
(:故障现象 {name: 外力破坏引起电缆受损})
(:故障现象 {name: 老化、受潮等原因引起本体击穿})
(:故障现象 {name: 端子腐蚀或外力作用断裂})
(:故障现象 {name: 异物或小动物造成端子或接线排短路})
(:故障现象 {name: 二次侧故障})
(:故障现象 {name: 瓷柱发生断裂损坏})
(:故障现象 {name: 调压开关断裂})
(:故障现象 {name: 过热或短路造成熔断器跌落})
(:故障现象 {name: 电动力或机械力引起的绝缘子开裂})
(:故障现象 {name: 柱上PT故障})
(:故障现象 {name: 短路、绝缘下降引起变压器烧毁})
(:故障现象 {name: 风偏引起相间距离或相地（或横担）距离不足，这种情况应该比较少})
(:故障现象 {name: PT本体故障})
(:故障现象 {name: 柜内开关本体损坏})
"(:故障现象 {name: 短路或接地发生在接线柱或柱开附属设备处
})"
(:故障现象 {name: 线夹位置处（包括线夹本体和引线）的短路或失地})
"(:故障现象 {name: 各种原因引起的引线断线
})"
"(:故障现象 {name: 避雷器位置处（包括本体和引线）的短路或失地
})"
(:故障现象 {name: 过热、污秽等原因造成绝缘导线受损})
(:故障现象 {name: 线路避雷器故障})
(:故障现象 {name: 拉线断裂或其他损坏现象})
(:故障现象 {name: 炸裂或脱落})
(:故障现象 {name: 强风引起的舞动和风振})
(:故障现象 {name: 开关本体或附件非电气故障造成断裂损坏})
(:故障现象 {name: 沿瓷柱或相间闪络放电})
(:故障现象 {name: 污秽引起绝缘子爬电以及过电压引起闪络、击穿})
(:故障现象 {name: 横担断裂或其他损坏现象})
(:故障现象 {name: FTU误动造成开关跳闸})
(:故障现象 {name: DTU误动造成开关跳闸})
"(:故障现象 {name: 短路或接地发生在刀闸本体或引线处
})"
(:故障现象 {name: 其他原因造成的短路或失地})
(:故障现象 {name: 一二次成套断路器，保护退出})
(:故障现象 {name: 其他保护装置误动误动造成开关跳闸})
(:故障现象 {name: 强风或外力影响造成金具脱落})
(:故障现象 {name: 站内变出现烧毁情况})
(:故障现象 {name: 高低压侧套管发热})
(:故障现象 {name: 低压配电装置损坏或击穿})
(:故障现象 {name: 基础或环氧套筒损坏})
(:故障现象 {name: 高压开关设备烧毁击穿或损坏})
(:故障现象 {name: 一二次成套断路器，保护投入})
(:故障现象 {name: 老化、受潮、绝缘下降等原因造成内部变压器故障})
(:故障现象 {name: 避雷器故障})
(:故障现象 {name: 拉环非电气故障造成断裂损坏})
(:故障现象 {name: 涌流断路器，保护退出})
(:故障现象 {name: 闪络导致绝缘子击穿})
(:故障现象 {name: 变压器散热片或台架等机械损坏或受外部火灾影响})
(:故障现象 {name: 绝缘下降、接触不良等原因造成分支箱烧毁故障})
(:故障现象 {name: 跌落式熔断器})
(:故障现象 {name: 杆塔受台风或交通车辆影响造成倾斜})
(:故障现象 {name: 备自投误动造成开关跳闸})
(:故障现象 {name: 普通断路器，保护投入})
(:故障现象 {name: 普通断路器，保护退出})
(:故障现象 {name: 隔离刀闸})
(:故障现象 {name: 站内负荷开关})
(:故障现象 {name: 构筑物及基础损坏引起停电})
(:故障现象 {name: 柜底电缆室接头烧毁或本体故障})
(:故障现象 {name: 不属于以上的其他情况，需在备注说明})
(:故障现象 {name: 故障现象只知道开关跳闸，引起跳闸的故障原因待查或不明})
(:故障现象 {name: 不属于以上几类的，在备注中输入原因})
(:故障现象 {name: 不属于以上几类的，在备注中输入故障现象})
(:故障现象 {name: 故障现象只知道开关柜内跳闸，引起跳闸的故障原因待查或不明})
(:故障现象 {name: 小动物因素等造成内部短路})
(:故障现象 {name: 铁塔局部断裂或整体折断})
(:故障现象 {name: 熔断器或隔离开关故障})
(:故障现象 {name: 柜顶小母线故障})
(:故障现象 {name: 调压开关短接片断裂等})
(:故障现象 {name: 其他})
(:故障现象 {name: 本体击穿})
(:故障现象 {name: 本体烧毁})
(:故障现象 {name: 水泥杆倒断})
(:故障现象 {name: 断线断股})
(:故障现象 {name: 短路、接地})
(:故障现象 {name: 断裂、脱落})
(:故障现象 {name: 断裂脱落})
(:故障现象 {name: 瓷柱爬电闪络})
(:故障现象 {name: 端子断裂})
(:故障现象 {name: 用户设备故障})
(:故障现象 {name: 爬电闪络})
(:故障现象 {name: 烧毁})
(:故障现象 {name: 外破})
(:故障现象 {name: 端子短路})
(:故障现象 {name: 开关跳闸（原因不清）})
(:故障现象 {name: 风偏放电})
(:故障现象 {name: 瓷柱断裂})
(:故障现象 {name: 发热})
(:故障现象 {name: 拉环损坏})
(:故障现象 {name: 保护室故障})
(:故障现象 {name: 电缆室故障})
(:故障现象 {name: PT故障})
(:故障现象 {name: 刀片故障})
(:故障现象 {name: 引线断线})
(:故障现象 {name: 端子发热})
(:故障现象 {name: 舞动风振})
(:故障现象 {name: 瓷柱断裂损坏})
(:故障现象 {name: 开关故障})
(:故障现象 {name: 变压器室故障})
(:故障现象 {name: 破损})
(:故障现象 {name: 高压开关室故障})
(:故障现象 {name: 熔丝熔断})
(:故障现象 {name: 基础损坏})
(:故障现象 {name: 放电击穿})
(:故障现象 {name: 二次回路故障})
(:故障现象 {name: 套管过热})
(:故障现象 {name: 开关室烧毁})
